rockstarid,mvir,rvir,rs,x,y,z
14419626855,658620000000,177.034,19.339,208.378,344.978,726.983
14419627155,658620000000,177.034,34.815,237.496,456.975,700.703
14419627165,658620000000,177.034,16.111,246.031,450.658,659.454
14419627205,658620000000,177.034,30.978,233.752,440.367,625.628
14419628175,658620000000,177.034,28.26,232.025,342.78,626.18
14419628535,658620000000,177.034,5.509,193.256,453.897,627.397
14419629495,658620000000,177.034,50.779,226.802,392.124,601.544
14419587224,188180000000,116.601,31.018,204.594,371.05,546.237
14419588114,188180000000,116.601,19.032,197.54,417.446,515.774
14419589314,188180000000,116.601,31.576,193.116,344.73,505.894
14419591384,188180000000,116.601,18.906,194.524,452.194,540.636
14419592874,188180000000,116.601,16.446,207.173,325.175,529.857
14419594354,188180000000,116.601,9.789,228.599,330.277,607.973
14419595034,188180000000,116.601,20.603,195.201,402.387,678.389
14419595264,188180000000,116.601,23.292,243.133,442.417,676.605
14419597424,188180000000,116.601,15.962,184.85,399.148,637.992
14419597874,188180000000,116.601,42.273,175.398,375.819,597.539
14419600804,188180000000,116.601,14.361,223.793,339.323,619.882
14419612114,188180000000,116.601,8.17,167.832,346.246,664.685
14419629545,658620000000,177.034,17.921,221.176,339.437,723.042
14419630065,658620000000,177.034,20.468,175.691,448.491,619.63
14419631975,658620000000,177.034,17.847,194.968,375.829,585.976
14419632475,658620000000,177.034,32.127,210.433,427.163,588.32
14419673365,658620000000,177.034,13.326,239.942,415.669,739.916
14419674885,658620000000,177.034,32.277,209.488,462.014,739.624
14420303475,658620000000,177.034,11.545,213.837,482.126,502.033
14420305065,658620000000,177.034,18.574,215.167,479.724,503.697
14420327885,658620000000,177.034,11.466,176.999,474.707,562.839
14420329175,658620000000,177.034,16.85,178.856,478.768,547.147
14420355345,658620000000,177.034,9.164,221.809,478.041,629.769
14420356375,658620000000,177.034,49.03,244.302,471.76,515.843
14407335016,2328700000000,269.701,32.134,148.325,456.276,1119.22
14407339046,2328700000000,269.701,15.774,0.23098,442.746,1154.87
14407339686,2328700000000,269.701,62.351,112.801,344.897,1152.3
14407342706,2328700000000,269.701,34.572,161.832,319.764,1195.25
14407383496,2328700000000,269.701,28.217,152.829,327.852,1246.2
14408069126,2328700000000,269.701,45.9,133.192,471.255,1003.53
14408123906,2328700000000,269.701,33.882,86.3131,497.969,1121.96
14408124626,2328700000000,269.701,44.784,89.1337,486.917,1189.98
14418959296,2328700000000,269.701,11.267,195.87,273.735,1167.98
14418978046,2328700000000,269.701,35.044,206.946,261.124,1188.9
14418978336,2328700000000,269.701,33.898,189.318,258.457,1098.28
14418978956,2328700000000,269.701,38.621,227.529,300.764,1157.38
14420357955,658620000000,177.034,36.724,210.596,488.55,523.654
14420378955,658620000000,177.034,11.558,189.923,498.958,684.949
14420383745,658620000000,177.034,11.353,180.235,488.205,683.039
14420386545,658620000000,177.034,22.382,217.548,496.191,721.018
14420406455,658620000000,177.034,8.976,241.99,484.059,716.748
14406355535,635090000000,174.901,56.11,142.621,292.823,597.055
14406360905,635090000000,174.901,8.698,36.768,276.033,545.476
14406370745,635090000000,174.901,15.107,73.1698,283.569,555.081
14406372315,635090000000,174.901,46.601,153.252,272.07,519.914
14406381315,635090000000,174.901,26.91,48.4019,290.678,549.651
14406382085,635090000000,174.901,22.468,36.2031,269.751,505.524
14406383435,635090000000,174.901,14.968,130.015,310.196,588.626
14406383845,635090000000,174.901,25.105,144.702,308.557,607.918
14406384105,635090000000,174.901,24.258,36.2353,285.921,546.118
14406384555,635090000000,174.901,10.189,28.1239,291.744,562.005
14406384785,635090000000,174.901,27.86,121.853,288.785,586.689
14406384795,635090000000,174.901,40.853,97.37,285.009,567.733
14406385785,635090000000,174.901,10.064,130.075,262.64,593.553
14406385805,635090000000,174.901,12.17,118.159,285.562,542.114
14406386065,635090000000,174.901,19.267,25.5402,310.345,557.68
14406386445,635090000000,174.901,11.17,92.699,302.054,533.264
14406386625,635090000000,174.901,11.316,68.6754,293.84,543.817
14406386915,635090000000,174.901,35.458,131.163,297.465,605.276
14406386965,635090000000,174.901,16.464,87.4288,281.117,550.596
14407149357,1176100000000,214.78,29.82,71.7859,345.765,546.656
14407149927,1176100000000,214.78,14.537,104.715,364.891,514.214
14407152607,1176100000000,214.78,19.268,28.5315,365.83,599.527
14407153137,1176100000000,214.78,10.728,144.022,337.121,554.402
14407153257,1176100000000,214.78,13.579,167.444,393.443,538.556
14407153597,1176100000000,214.78,25.773,31.2074,385.024,515.11
14407154377,1176100000000,214.78,12.323,107.647,384.863,528.453
14407154577,1176100000000,214.78,20.795,76.3401,430.266,555.098
14407154687,1176100000000,214.78,22.879,96.0723,451.476,590.431
14407154747,1176100000000,214.78,10.694,114.442,378.254,512.884
14407154777,1176100000000,214.78,25.752,73.1096,464.675,522.97
14407155377,1176100000000,214.78,22.001,62.276,369.414,550.06
14407170400,446920000000,155.569,30.129,155.193,458.654,600.164
14407170410,446920000000,155.569,12.78,132.524,441.15,583.055
14407170450,446920000000,155.569,11.431,113.712,454.208,571.661
14407170490,446920000000,155.569,14.802,116.148,410.228,565.292
14407170850,446920000000,155.569,10.395,119.387,324.079,526.675
14407170930,446920000000,155.569,10.196,63.3383,417.593,552.573
14407171100,446920000000,155.569,14.937,1.95626,409.811,511.26
14407171140,446920000000,155.569,7.808,59.8625,372.927,546.836
14407171240,446920000000,155.569,10.194,76.5521,389.005,504.203
14407171310,446920000000,155.569,33.906,32.4754,336.344,514.023
14407171320,446920000000,155.569,57.951,7.75963,320.199,514.025
14407171800,446920000000,155.569,24.209,42.2657,454.613,586.241
14407171920,446920000000,155.569,19.773,38.7416,417.483,569.027
14407172020,446920000000,155.569,8.961,23.6339,460.14,501.693
14407173000,446920000000,155.569,45.218,30.2567,418.25,536.367
14407173530,446920000000,155.569,12.423,91.7107,395.338,568.586
