rockstarid,mvir,rvir,rs,x,y,z
14419530948,352830000000,143.781,12.774,192.081,403.199,418.763
14419531148,352830000000,143.781,10.983,246.391,319.014,308.926
14419531638,352830000000,143.781,29.982,193.67,365.726,363.18
14419532198,352830000000,143.781,27.47,212.349,387.892,305.129
14419532658,352830000000,143.781,16.332,215.577,408.473,318.642
14419719861,705660000000,181.153,27.653,181.893,338.194,912.719
14419721341,705660000000,181.153,11.265,202.376,343.986,946.005
14419721671,705660000000,181.153,13.4,207.95,314.421,966.261
14419722311,705660000000,181.153,17.125,245.201,389.834,959.028
14419722961,705660000000,181.153,12.866,231.754,431.84,993.855
14419723491,705660000000,181.153,16.797,192.462,424.32,936.855
14419723521,705660000000,181.153,20.883,212.025,324.669,958.636
14419723941,705660000000,181.153,13.996,211.496,333.416,980.645
14419724891,705660000000,181.153,28.02,206.944,344.714,973.047
14419725311,705660000000,181.153,20.194,216.613,424.79,918.442
14419725361,705660000000,181.153,18.52,210.049,370.986,962.068
14419725411,705660000000,181.153,12.747,202.782,346.82,940.907
14419725761,705660000000,181.153,19.274,212.525,316.839,999.978
14419726781,705660000000,181.153,18.216,205.525,339.703,994.395
14419726851,705660000000,181.153,53.765,228.55,339.388,944.281
14419728431,705660000000,181.153,9.966,225.654,423.719,961.66
14420387151,705660000000,181.153,17.994,180.018,497.534,824.723
14420399711,705660000000,181.153,26.051,244.77,486.376,805.541
14420405821,705660000000,181.153,15.414,223.533,473.144,828.598
14420450521,705660000000,181.153,35.285,246.971,493.844,918.398
14420450881,705660000000,181.153,9.991,242.279,468.209,866.802
14420452521,705660000000,181.153,20.771,246.982,496.053,918.897
14420454471,705660000000,181.153,11.95,242.277,473.725,963.85
14420457601,705660000000,181.153,31.291,222.109,487.863,848.257
14406420101,682140000000,179.117,46.972,75.5633,305.053,761.207
14406429361,682140000000,179.117,29.103,67.7834,268.421,758.697
14406433201,682140000000,179.117,8.078,64.8651,286.734,759.158
14406448841,682140000000,179.117,14.047,107.403,260.736,880.621
14406450981,682140000000,179.117,43.695,42.0537,289.865,776.224
14406454261,682140000000,179.117,20.934,22.6324,289.631,874.441
14406473911,682140000000,179.117,30.637,35.0034,270.706,894.849
14406474531,682140000000,179.117,70.961,137.147,291.882,813.882
14406475921,682140000000,179.117,18.125,145.175,289.857,849.586
14406476061,682140000000,179.117,50.494,19.7362,279.102,864.459
14406478541,682140000000,179.117,11.695,6.57588,299.569,859.877
14406479461,682140000000,179.117,19.293,80.3764,264.703,873.565
14406480761,682140000000,179.117,16.452,123.476,275.103,808.155
14406480771,682140000000,179.117,16.728,94.9854,275.579,795.463
14406481061,682140000000,179.117,15.4,144.856,294.406,888.674
14406481961,682140000000,179.117,14.554,109.7,271.454,840.513
14406482181,682140000000,179.117,12.747,9.79068,263.48,897.525
14406482891,682140000000,179.117,22.311,141.374,301.909,820.165
14406482911,682140000000,179.117,20.808,112.784,299.851,811.937
14406483051,682140000000,179.117,20.317,46.7333,295.546,851.268
14406483321,682140000000,179.117,25.998,88.2739,311.239,834.752
14406483631,682140000000,179.117,26.631,36.9305,256.482,791.028
14406484581,682140000000,179.117,13.225,40.2612,265.342,864.163
14406484601,682140000000,179.117,17.758,53.5434,292.311,808.82
14406499871,682140000000,179.117,16.855,7.31953,263.462,991.369
14406507601,682140000000,179.117,5.355,89.1227,298.838,931.641
14406511321,682140000000,179.117,10.563,146.4,286.893,960.41
14406512571,682140000000,179.117,24.887,30.5499,276.882,993.596
14406515701,682140000000,179.117,14.784,138.855,289.364,973.858
14406521221,682140000000,179.117,17.046,74.6254,284.454,913.523
14406525071,682140000000,179.117,21.069,43.373,257.028,974.716
14406525601,682140000000,179.117,19.098,57.779,303.15,950.254
14406527341,682140000000,179.117,44.318,138.658,298.963,967.097
14406529041,682140000000,179.117,11.126,38.348,271.88,970.079
14406529621,682140000000,179.117,31.813,144.769,303.775,926.216
14406529891,682140000000,179.117,28.833,12.8251,269.812,917.029
14406530071,682140000000,179.117,9.256,133.372,280.248,977.55
14406530101,682140000000,179.117,24.49,113.992,308.801,920.446
14406532031,682140000000,179.117,12.565,142.587,308.413,924.591
14407178551,682140000000,179.117,24.229,166.89,416.811,752.56
14407185221,682140000000,179.117,10.215,47.0264,461.45,753.231
14407201521,682140000000,179.117,20.663,36.738,349.158,761.145
14407204951,682140000000,179.117,20.738,34.8661,317.323,758.953
14407209941,682140000000,179.117,9.69,52.6787,325.007,750.783
14407210371,682140000000,179.117,8.31,47.6054,404.638,751.388
14407211661,682140000000,179.117,19.24,128.094,358.38,754.249
14407212161,682140000000,179.117,11.414,164.267,448.325,755.026
14407224791,682140000000,179.117,28.415,158.379,340.96,812.252
14407224821,682140000000,179.117,9.583,87.1338,423.457,877.966
14407225871,682140000000,179.117,10.343,35.8437,456.63,813.584
14407226351,682140000000,179.117,16.693,58.7682,456.775,857.792
14407227791,682140000000,179.117,15.923,148.675,393.891,834.07
14407231571,682140000000,179.117,4.764,23.3585,414.024,890.945
14407232361,682140000000,179.117,10.614,31.8606,357.161,866.744
14407233051,682140000000,179.117,16.326,110.571,368.067,861.547
14407233921,682140000000,179.117,18.698,75.9318,404.048,791.101
14407234931,682140000000,179.117,14.009,115.332,390.913,794.949
14407236791,682140000000,179.117,6.136,36.4094,364.714,793.414
14407237531,682140000000,179.117,14.663,36.6889,381.169,897.328
14407239671,682140000000,179.117,7.593,19.8873,369.78,829.808
14418791415,658620000000,177.034,22.235,234.148,298.996,569.568
14418791435,658620000000,177.034,42.94,191.013,253.385,560.839
14418791485,658620000000,177.034,14.074,171.591,285.411,559.354
14418791995,658620000000,177.034,9.964,199.063,266.658,500.654
14418792265,658620000000,177.034,22.705,225.786,284.306,515.237
14418792275,658620000000,177.034,27.228,198.959,288.964,525.641
14418793805,658620000000,177.034,11.466,234.402,293.084,533.199
14418794465,658620000000,177.034,60.139,241.418,292.572,500.776
14418795235,658620000000,177.034,11.359,180.878,285.756,519.525
14418795595,658620000000,177.034,20.575,248.096,260.694,558.209
14418795905,658620000000,177.034,6.698,239.471,309.487,637.16
14418796005,658620000000,177.034,24.135,236.354,272.768,545.365
14407342416,2375700000000,271.505,28.059,81.6908,436.346,1171.78
14407342596,2375700000000,271.505,28.69,55.7677,431.104,1165.73
14407392716,2375700000000,271.505,46.753,138.072,346.258,1249.05
14408065026,2375700000000,271.505,11.709,163.269,486.739,1028.54
14408075166,2375700000000,271.505,37.726,131.359,475.896,1050.43
14408075486,2375700000000,271.505,19.032,113.011,496.105,1089.14
14418915896,2375700000000,271.505,47.596,227.692,305.151,1024.58
14418978116,2375700000000,271.505,21.578,237.964,275.527,1111.33
14419755956,2375700000000,271.505,31.081,230.488,393.268,1208.78
14419756266,2375700000000,271.505,23.306,242.291,392.737,1183.86
14419758406,2375700000000,271.505,35.546,184.181,432.703,1161.25
14419795566,2375700000000,271.505,23.259,242.691,451.966,1248.78
14407978844,188180000000,116.601,25.645,127.957,480.285,722.1
14407994384,188180000000,116.601,38.372,110.609,490.311,651.349
14418764494,188180000000,116.601,15.934,210.912,261.82,575.911
14418769554,188180000000,116.601,15.774,174.526,306.234,543.569
14418789564,188180000000,116.601,41.712,170.149,287.99,567.146
14418808534,188180000000,116.601,40.482,204.997,283.867,625.796
14418837384,188180000000,116.601,30.689,215.679,254.388,734.581
14418844454,188180000000,116.601,11.178,236.677,277.351,727.873
14418846074,188180000000,116.601,32.183,249.12,295.566,735.08
14418854064,188180000000,116.601,33.643,239.056,263.954,714.11
14418860614,188180000000,116.601,13.036,238.057,299.885,683.628
14419550274,188180000000,116.601,34.579,173.459,378.222,520.051
14418796015,658620000000,177.034,18.661,247.403,260.239,500.145
14418797635,658620000000,177.034,18.996,213.257,256.262,610.833
14418798685,658620000000,177.034,24.606,204.12,260.471,584.503
14418798785,658620000000,177.034,45.607,225.512,271.091,502.944
14418801145,658620000000,177.034,21.059,226.875,281.207,516.457
14418812875,658620000000,177.034,27.94,238.602,303.673,722.725
14418816235,658620000000,177.034,16.605,249.52,261.249,663.888
14418820585,658620000000,177.034,15.034,185.419,305.451,684.745
14418823385,658620000000,177.034,39.472,242.32,308.974,682.566
14418826065,658620000000,177.034,10.634,219.176,275.146,655.704
14418840715,658620000000,177.034,36.522,247.723,273.661,716.902
14418843815,658620000000,177.034,55.79,192.863,294.587,661.381
14406504286,2352200000000,270.606,34.426,6.52278,281.794,1002.46
14406512216,2352200000000,270.606,21.991,41.3789,307.721,1052.79
14406515076,2352200000000,270.606,24.503,9.34719,305.222,1028.84
14406550966,2352200000000,270.606,26.903,106.312,266.735,1073.63
14406562556,2352200000000,270.606,45.012,16.5587,272.764,1106.5
14406562966,2352200000000,270.606,20.058,46.8039,306.022,1146.49
14407276316,2352200000000,270.606,29.15,33.0602,447.44,1059.03
14407281646,2352200000000,270.606,17.238,36.5144,465.177,1028.95
14407292876,2352200000000,270.606,34.05,87.0724,428.594,1062.84
14407292906,2352200000000,270.606,33.389,75.7968,312.941,1003.81
14407294236,2352200000000,270.606,27.647,42.8095,451.032,1071.76
14407325926,2352200000000,270.606,17.056,65.0594,389.408,1229.9
14418844555,658620000000,177.034,23.606,229.906,258.884,699.283
14418846215,658620000000,177.034,36.516,227.95,274.239,659.061
14418847095,658620000000,177.034,47.026,233.877,264.918,707.526
14418847445,658620000000,177.034,10.964,224.105,275.111,720.878
14419544835,658620000000,177.034,12.905,222.983,383.981,552.934
14419545795,658620000000,177.034,12.969,224.334,386.779,580.712
14419546385,658620000000,177.034,10.527,244.006,362.242,508.136
14419546635,658620000000,177.034,15.365,233.408,463.317,522.36
14419552055,658620000000,177.034,17.169,213.243,433.232,541.31
14419553695,658620000000,177.034,17.369,214.043,392.598,562.335
14419565555,658620000000,177.034,9.159,245.481,433.079,521.214
14419567505,658620000000,177.034,15.501,243.323,414.256,503.808
14407135630,446920000000,155.569,10.465,68.7845,314.602,510.569
14407135710,446920000000,155.569,7.665,50.0303,314.175,516.038
14407135950,446920000000,155.569,13.98,132.938,329.556,575.222
14407136970,446920000000,155.569,8.556,136.129,412.933,584.736
14407137720,446920000000,155.569,22.297,6.26377,348.796,590.354
14407138800,446920000000,155.569,12.038,105.246,430.303,557.123
14407138870,446920000000,155.569,22.977,63.8275,326.113,568.279
14407139790,446920000000,155.569,11.772,118.344,337.613,564.962
14407142080,446920000000,155.569,11.53,104.312,355.753,514.91
14407142370,446920000000,155.569,19.221,60.7034,338.328,518.332
14407143820,446920000000,155.569,20.631,96.5677,348.014,579.33
14407144060,446920000000,155.569,8.394,83.8141,439.368,512.354
14419571675,658620000000,177.034,14.393,216.068,448.471,517.02
14419573755,658620000000,177.034,31.288,184.876,399.671,536.278
14419576675,658620000000,177.034,27.114,238.91,369.909,519.334
14419577895,658620000000,177.034,28.909,196.011,375.261,553.722
14419578325,658620000000,177.034,15.061,192.075,360.757,576.662
14419578765,658620000000,177.034,8.412,227.481,369.881,522.855
14419579175,658620000000,177.034,30.615,203.346,437.627,572.805
14419580905,658620000000,177.034,34.621,170.683,348.278,528.501
14419581525,658620000000,177.034,17.471,185.344,435.034,502.546
14419582665,658620000000,177.034,8.061,189.683,395.928,562.048
14419593275,658620000000,177.034,21.697,189.995,315.278,692.191
14419594425,658620000000,177.034,38.43,238.043,331.731,672.28
14407327456,2352200000000,270.606,10.615,124.706,377.351,1194.07
14407330206,2352200000000,270.606,66.339,107.868,450.327,1127.2
14407334906,2352200000000,270.606,67.436,133.864,416.616,1148
14407338096,2352200000000,270.606,17.834,160.425,412.617,1134.65
14407338576,2352200000000,270.606,64.343,23.8228,361.916,1236.63
14407342346,2352200000000,270.606,55.285,153.486,461.847,1103.87
14407342746,2352200000000,270.606,22.873,77.6955,325.838,1093.11
14408058436,2352200000000,270.606,23.888,106.633,490.772,1054.29
14418922236,2352200000000,270.606,21.599,174.463,304.047,1040.8
14418928386,2352200000000,270.606,19.979,174.99,311.433,1072.89
14418962526,2352200000000,270.606,23.176,245.81,255.785,1107.93
14418977806,2352200000000,270.606,48.425,244.428,298.818,1151.09
14418816817,1199600000000,216.202,16.875,236.626,255.33,679.346
14418821067,1199600000000,216.202,32.102,192.312,310.058,713.419
14418822677,1199600000000,216.202,15.3,220.697,309.39,729.32
14418825167,1199600000000,216.202,17.403,208.255,257.724,729.135
14418833247,1199600000000,216.202,14.766,215.309,250.704,678.319
14418838107,1199600000000,216.202,19.692,227.337,254.122,701.463
14418840037,1199600000000,216.202,24.713,240.781,255.506,702.059
14419550647,1199600000000,216.202,9.627,216.207,382.906,560.065
14419553057,1199600000000,216.202,10.602,179.699,317.462,530.127
14419556237,1199600000000,216.202,17.441,231.665,444.94,554.87
14419556577,1199600000000,216.202,26.904,232.358,403.646,558.06
14419557437,1199600000000,216.202,35.176,213.025,403.027,526.859
14407145930,446920000000,155.569,19.522,48.2985,410.435,601.349
14407147960,446920000000,155.569,13.485,147.63,379.912,520.243
14407148160,446920000000,155.569,25.065,40.1466,335.625,572.729
14407148830,446920000000,155.569,49.865,89.8051,406.141,566.435
14407149130,446920000000,155.569,15.472,83.8507,403.86,507.899
14407150310,446920000000,155.569,51.882,13.565,456.758,569.682
14407150800,446920000000,155.569,9.821,77.6305,402.576,582.737
14407151290,446920000000,155.569,17.465,47.0438,315.133,551.157
14407152570,446920000000,155.569,21.126,55.9223,444.478,546.054
14407152940,446920000000,155.569,13.403,90.3501,419.052,557.591
14407153370,446920000000,155.569,45.185,36.4529,466.447,560.028
14407154010,446920000000,155.569,10.085,120.705,329.463,545.425
14407159223,682140000000,179.117,19.963,37.1479,382.113,559.239
14407159453,682140000000,179.117,8.921,20.0794,395.47,577.708
14407160003,682140000000,179.117,22.525,121.395,459.001,514.143
14407160123,682140000000,179.117,17.77,62.7804,430.54,538.09
14407160363,682140000000,179.117,25.368,147.368,414.599,505.751
14407160413,682140000000,179.117,12.767,161.209,328.087,554.52
14407160573,682140000000,179.117,11.053,10.3134,462.742,525.015
14407160823,682140000000,179.117,21.217,95.6701,355.44,549.503
14407161393,682140000000,179.117,23.846,82.1635,317.927,590.888
14407161653,682140000000,179.117,21.288,114.087,336.93,521.976
14407162303,682140000000,179.117,35.32,18.6455,324.331,512.128
14407162343,682140000000,179.117,5.24,84.0459,421.521,597.992
14407154310,446920000000,155.569,34.004,116.719,456.766,540.248
14407154900,446920000000,155.569,45.962,143.09,367.716,516.451
14407155720,446920000000,155.569,9.552,97.1337,352.328,504.092
14407156380,446920000000,155.569,15.247,47.2149,447.54,593.258
14407156510,446920000000,155.569,32.067,113.321,403.931,591.513
14407156640,446920000000,155.569,20.918,25.944,433.378,535.136
14407156710,446920000000,155.569,53.853,45.2468,370.507,517.069
14407156800,446920000000,155.569,14.099,149.172,371.888,591.584
14407157960,446920000000,155.569,21.212,12.8232,399.56,594.574
14407158140,446920000000,155.569,13.953,106.204,387.74,562.327
14407158460,446920000000,155.569,44.576,99.991,337.735,590.793
14407158800,446920000000,155.569,39.462,72.3721,434.924,574.437
14419594435,658620000000,177.034,8.896,237.835,331.609,671.855
14419595325,658620000000,177.034,28.657,177.847,345.024,592.849
14419597015,658620000000,177.034,6.873,225.02,322.867,663.123
14419598435,658620000000,177.034,37.32,231.633,457.021,724.239
14419599275,658620000000,177.034,41.596,190.63,354.938,586.598
14419602985,658620000000,177.034,25.693,174.93,340.181,669.506
14419606115,658620000000,177.034,14.625,189.271,430.357,624.903
14419607065,658620000000,177.034,7.745,246.182,342.846,624.776
14419611255,658620000000,177.034,8.267,203.34,451.211,715.997
14419612515,658620000000,177.034,14.948,238.888,322.363,586.787
14419614155,658620000000,177.034,20.891,246.113,367.804,732.278
14419615845,658620000000,177.034,16.351,188.027,422.784,712.272
14418978066,2352200000000,270.606,22.736,202.475,275.355,1146.91
14418978196,2352200000000,270.606,44.719,197.712,283.754,1124.22
14418978386,2352200000000,270.606,25.485,196.529,292.118,1159.62
14419711556,2352200000000,270.606,42.129,168.274,348.13,1044.27
14419758216,2352200000000,270.606,19.284,213.629,444.697,1092.56
14419759306,2352200000000,270.606,23.514,200.491,416.628,1106.95
14419759646,2352200000000,270.606,38.375,211.596,342.125,1170.2
14420474266,2352200000000,270.606,102.996,184.304,494.459,1103.27
14406545856,2328700000000,269.701,11.788,150.27,293.545,1108.55
14407280486,2328700000000,269.701,24.897,83.961,351.098,1068.47
14407288166,2328700000000,269.701,26.285,82.8729,364.021,1073.75
14407290786,2328700000000,269.701,20.819,38.4329,370.835,1077.95
14419565977,1199600000000,216.202,19.941,187.48,403.466,549.212
14419566377,1199600000000,216.202,21.974,173.962,342.549,551.914
14419596027,1199600000000,216.202,12.677,207.904,322.839,641.161
14419601307,1199600000000,216.202,21.624,173.304,364.731,654.398
14419604007,1199600000000,216.202,20.518,203.691,328.168,672.945
14419604187,1199600000000,216.202,23.581,239.04,334.802,618.852
14419608657,1199600000000,216.202,23.402,234.347,432.034,621.797
14419614517,1199600000000,216.202,12.184,204.105,353.854,649.289
14419614877,1199600000000,216.202,32.329,218.548,334.296,598.062
14419617617,1199600000000,216.202,19.612,198.374,392.15,624.62
14419618137,1199600000000,216.202,41.943,229.458,442.653,683.427
14419618147,1199600000000,216.202,20.883,174.323,394.304,710.097
14407151559,1058500000000,207.368,20.773,118.493,461.698,513.399
14407153529,1058500000000,207.368,28.458,101.259,313.388,517.344
14407153559,1058500000000,207.368,12.264,81.1532,415.86,525.461
14407153619,1058500000000,207.368,11.811,84.7588,428.44,560.156
14407153659,1058500000000,207.368,32.886,111.948,337.699,568.588
14407154129,1058500000000,207.368,29.365,128.749,391.085,575.906
14407154309,1058500000000,207.368,13.413,87.7775,444.183,569.227
14407155849,1058500000000,207.368,22.831,166.58,400.054,599.314
14407155909,1058500000000,207.368,20.853,106.073,348.137,595.422
14407156349,1058500000000,207.368,20.182,148.55,365.688,501.532
14407156469,1058500000000,207.368,13.69,47.0201,327.524,518.596
14407156939,1058500000000,207.368,26.055,52.9114,315.635,573.397
14407159130,446920000000,155.569,46.866,69.2604,447.758,538.309
14407159680,446920000000,155.569,10.487,153.981,338.28,544.513
14407160040,446920000000,155.569,9.708,140.314,336.033,548.221
14407160070,446920000000,155.569,33.89,107.111,327.647,552.31
14407160410,446920000000,155.569,10.478,144.968,325.465,569.945
14407161100,446920000000,155.569,44.551,107.203,416.802,589.423
14407161410,446920000000,155.569,46.525,8.27045,368.328,596.637
14407161490,446920000000,155.569,45.141,126.601,423.508,589.633
14407161570,446920000000,155.569,45.148,152.976,320.833,560.39
14407161590,446920000000,155.569,9.373,107.41,388.578,562.398
14407162430,446920000000,155.569,13.084,132.458,318.034,552.712
14407162770,446920000000,155.569,8.924,159.281,456.813,547.546
14419619117,1199600000000,216.202,26.196,175.152,364.518,595.426
14419619467,1199600000000,216.202,18.13,206.361,339.819,592.461
14419620267,1199600000000,216.202,47.21,221.898,436.144,676.588
14419620727,1199600000000,216.202,29.226,240.815,422.854,624.598
14419620737,1199600000000,216.202,14.743,170.861,447.667,616.529
14419622037,1199600000000,216.202,13.553,230.499,391.664,722.576
14420327627,1199600000000,216.202,17.743,229.269,481.131,646.355
14420329177,1199600000000,216.202,26.778,178.851,479.74,546.972
14420345407,1199600000000,216.202,36,174.188,474.036,553.992
14420389547,1199600000000,216.202,31.419,217.17,499.99,714.268
14420391167,1199600000000,216.202,28.163,191.65,492.509,669.328
14420394947,1199600000000,216.202,13.916,213.405,494.434,691.219
14407163000,446920000000,155.569,21.642,79.9722,397.013,599.578
14407163130,446920000000,155.569,25.463,49.7542,320.402,563.55
14407163820,446920000000,155.569,11.993,151.524,353.226,545.889
14407164170,446920000000,155.569,21.044,33.3917,383.294,509.954
14407164250,446920000000,155.569,3.629,115.746,460.417,544.162
14407164380,446920000000,155.569,44.181,118.22,388.476,557.032
14407164890,446920000000,155.569,10.145,159.804,339.509,587.967
14407165030,446920000000,155.569,31.252,91.3336,315.885,504.331
14407165100,446920000000,155.569,3.68,37.5811,408.31,590.643
14407165740,446920000000,155.569,11.431,56.6722,429.705,501.332
14407165990,446920000000,155.569,12.818,159.832,415.506,543.796
14407166170,446920000000,155.569,20.582,119.177,313.185,580.472
14406350167,1176100000000,214.78,10.371,40.3093,267.637,503.955
14406352457,1176100000000,214.78,19.816,32.4408,259.233,516.722
14406353727,1176100000000,214.78,19.111,55.6195,288.514,571.414
14406354307,1176100000000,214.78,6.6,91.5111,255.155,505.091
14406358167,1176100000000,214.78,34.254,86.8805,261.598,578.241
14406374707,1176100000000,214.78,13.997,43.8442,279.874,514.994
14406376267,1176100000000,214.78,14.063,96.3448,268.935,585.133
14406377537,1176100000000,214.78,16.934,166.469,285.002,592.212
14406379167,1176100000000,214.78,25.109,57.5931,294.914,570.272
14406399247,1176100000000,214.78,28.868,62.6664,254.995,646.719
14406405287,1176100000000,214.78,10.417,68.3045,250.397,665.344
14406407217,1176100000000,214.78,11.723,77.508,257.405,645.296
14407190372,752700000000,185.092,13.24,147.262,324.981,613.609
14407191962,752700000000,185.092,17.502,24.3721,394.569,625.595
14407192642,752700000000,185.092,18.096,140.031,339.191,687.225
14407194932,752700000000,185.092,26.359,23.1125,418.499,714.407
14407195842,752700000000,185.092,19.906,163.08,340.761,633.779
14407200002,752700000000,185.092,28.217,104.885,360.809,691.085
14407200442,752700000000,185.092,17.586,95.1528,461.804,660.414
14407202102,752700000000,185.092,9.779,55.974,427.49,618.274
14407202322,752700000000,185.092,26.447,13.1474,463.206,642.326
14407202692,752700000000,185.092,50.36,11.756,420.388,712.352
14407202742,752700000000,185.092,16.046,25.2063,446.329,603.88
14407202882,752700000000,185.092,15.247,125.875,344.134,642.865
14407157019,1058500000000,207.368,26.791,124.786,441.933,539.996
14407157969,1058500000000,207.368,26.292,82.7553,446.567,520.546
14407158309,1058500000000,207.368,10.525,52.0048,347.84,563.193
14407158779,1058500000000,207.368,12.354,152.701,338.471,529.53
14407175899,1058500000000,207.368,20.21,107.867,456.166,747.336
14407176999,1058500000000,207.368,17.582,67.0442,386.64,670.485
14407177219,1058500000000,207.368,26.277,103.22,395.58,744.733
14407180039,1058500000000,207.368,27.595,18.2453,394.39,660.029
14407181889,1058500000000,207.368,25.232,10.554,382.181,678.448
14407184399,1058500000000,207.368,14.678,111.069,415.995,693.414
14407185419,1058500000000,207.368,14.034,129.762,421.152,687.387
14407187829,1058500000000,207.368,19.808,157.606,457.052,718.329
14407166560,446920000000,155.569,21.511,26.25,382.785,516.895
14407166650,446920000000,155.569,19.659,88.9611,432.79,577.385
14407166730,446920000000,155.569,30.506,94.1708,443.148,505.562
14407166980,446920000000,155.569,50.111,53.2707,396.842,541.919
14407167080,446920000000,155.569,10.418,11.6263,448.097,531.289
14407167520,446920000000,155.569,7.868,119.585,316.39,559.51
14407168050,446920000000,155.569,6.635,84.1424,438.938,584.037
14407168110,446920000000,155.569,27.387,133.619,440.26,517.968
14407168160,446920000000,155.569,28.649,125.91,424.408,510.143
14407168210,446920000000,155.569,4.693,165.208,347.156,541.424
14407168630,446920000000,155.569,19.01,16.7638,370.522,577.195
14407168650,446920000000,155.569,17.505,1.63664,347.608,589.073
14406415517,1176100000000,214.78,15.273,106.874,282.202,643.117
14406420707,1176100000000,214.78,17.214,31.7951,287.542,636.772
14406422507,1176100000000,214.78,22.182,1.19472,282.286,650.693
14406424507,1176100000000,214.78,42.266,55.0406,265.601,716.385
14406424927,1176100000000,214.78,27.857,3.42276,279.803,651.891
14406425187,1176100000000,214.78,14.915,167.489,276.061,696.007
14406426377,1176100000000,214.78,7.961,68.2993,258.336,747.726
14406428157,1176100000000,214.78,9.02,63.5884,288.385,617.988
14407129237,1176100000000,214.78,13.398,90.8232,416.33,571.461
14407131017,1176100000000,214.78,14.086,58.739,422.136,581.654
14407136087,1176100000000,214.78,32.828,85.7994,329.983,505.518
14407145627,1176100000000,214.78,19.202,51.9406,389.114,556.957
14407168780,446920000000,155.569,20.347,92.0201,450.285,592.662
14407168960,446920000000,155.569,14.224,141.93,344.918,566.907
14407169020,446920000000,155.569,22.292,86.3727,323.387,565.033
14407169160,446920000000,155.569,22.602,82.2081,407.975,576.765
14407169190,446920000000,155.569,25.824,43.992,401.943,562.265
14407169240,446920000000,155.569,27.536,40.3764,416.387,541.444
14407169360,446920000000,155.569,43.004,70.189,352.871,553.733
14407169550,446920000000,155.569,14.96,159.426,456.366,582.79
14407169670,446920000000,155.569,10.049,154.159,427.817,515.154
14407169800,446920000000,155.569,29.278,94.8521,372.175,549.313
14407169820,446920000000,155.569,20.472,120.307,332.795,566.948
14407170250,446920000000,155.569,9.223,41.7829,366.31,587.425
14407162463,682140000000,179.117,18.088,90.3675,350.937,581.235
14407162643,682140000000,179.117,23.418,26.9807,416.845,511.084
14407163143,682140000000,179.117,14.973,14.0468,360.803,554.362
14407164213,682140000000,179.117,24.861,167.3,339.885,523.013
14407164483,682140000000,179.117,20.371,51.8356,463.875,576.727
14407164603,682140000000,179.117,32.925,24.4743,437.513,522.346
14407165103,682140000000,179.117,13.943,14.5357,416.292,588.381
14407165613,682140000000,179.117,9.764,124.276,359.012,507.892
14407177153,682140000000,179.117,51.648,134.88,365.387,666.673
14407180213,682140000000,179.117,13.428,47.5895,458.383,736.222
14407181243,682140000000,179.117,13.523,26.207,347.673,636.85
14407182003,682140000000,179.117,9,47.8023,336.243,746.525
14407184893,682140000000,179.117,22.246,139.796,349.705,733.23
14407185153,682140000000,179.117,20.985,27.1141,336.132,719.589
14407185543,682140000000,179.117,22.142,114.003,317.105,743.121
14407186363,682140000000,179.117,21.943,21.3154,349.442,638.813
14407187473,682140000000,179.117,8.334,54.7753,430.589,639.328
14407188313,682140000000,179.117,15.101,11.1878,370.688,615.443
14407190273,682140000000,179.117,32.109,106.511,463.756,607.455
14407190433,682140000000,179.117,14.161,97.7507,326.263,735.873
14407190803,682140000000,179.117,42.938,26.5693,429.776,661.272
14407192163,682140000000,179.117,13.106,114.354,329.425,623.101
14407192293,682140000000,179.117,27.724,12.5116,388.472,647.743
14407193263,682140000000,179.117,12.296,22.0977,347.112,603.825
14407193443,682140000000,179.117,10.819,59.6827,356.183,737.212
14407196503,682140000000,179.117,20.007,100.135,357.021,734.113
14407198373,682140000000,179.117,19.49,73.074,323.979,746.034
14407199303,682140000000,179.117,21.631,56.1401,358.159,650.504
14407201143,682140000000,179.117,23.225,123.635,322.664,606.604
14407201843,682140000000,179.117,18.347,166.92,444.424,619.668
14407202153,682140000000,179.117,11.713,149.251,419.395,740.092
14407202183,682140000000,179.117,17.274,157.073,343.199,704.29
14407203543,682140000000,179.117,17.871,107.238,420.371,736.051
14407203633,682140000000,179.117,10.009,112.111,344.08,669.513
14407204023,682140000000,179.117,21.457,103.998,419.542,741.038
14407204083,682140000000,179.117,28.624,159.645,462.359,653.836
14407205353,682140000000,179.117,6.292,137.665,454.398,740.717
14407205433,682140000000,179.117,33.03,124.579,352.591,685.065
14407205603,682140000000,179.117,8.704,68.645,312.529,615.943
14407205873,682140000000,179.117,40.44,8.25838,391.826,630.24
14407205943,682140000000,179.117,18.334,156.517,427.929,698.325
14407205993,682140000000,179.117,43.509,116.109,362.508,736.132
14407206023,682140000000,179.117,17.51,125.965,457.937,654.249
14407206313,682140000000,179.117,23.388,148.345,338.973,684.081
14407206683,682140000000,179.117,13.226,98.2744,408.856,641.196
14407207133,682140000000,179.117,11.241,2.20419,380.042,739.364
14407207173,682140000000,179.117,15.186,73.1805,423.422,609.447
14407207213,682140000000,179.117,18.933,55.2208,347.862,619.946
14419616595,658620000000,177.034,48.923,242.718,403.706,658.792
14419621025,658620000000,177.034,8.434,193.882,333.34,584.349
14419623945,658620000000,177.034,12.566,201.7,420.775,715.03
14419626005,658620000000,177.034,12.787,228.661,430.659,721.666
14419626505,658620000000,177.034,26.682,209.643,321.011,648.078
